misinfo_candidate,Sentiment,share
False,0.0,0.8287871463757107
False,-1.0,0.11976613033169901
False,1.0,0.05144672329259029
True,0.0,0.5555555555555556
True,-1.0,0.3888888888888889
True,1.0,0.05555555555555555
